"","Area_Name","Area_Code","Area_Type","Sex","Age_group","Age_band_type","Year","Population","Data_type","Annual_change","Percentage"
"5911","Crawley","E07000226","District","Male","85-89 years","5 years","2010",492,"Estimates - ONS",3,0.00944537234348903
"5912","Crawley","E07000226","District","Male","90+ years","5 years","2010",230,"Estimates - ONS",-5,0.00441551959146845
"5913","England","E92000001","Country","Female","0-4 years","5 years","2010",1601428,"Estimates - ONS",32225,0.0598324511432902
"5914","England","E92000001","Country","Female","10-14 years","5 years","2010",1516108,"Estimates - ONS",-9706,0.0566447307265462
"5915","England","E92000001","Country","Female","15-19 years","5 years","2010",1633924,"Estimates - ONS",-10390,0.0610465646297238
"5916","England","E92000001","Country","Female","20-24 years","5 years","2010",1752004,"Estimates - ONS",12485,0.0654582620841205
"5917","England","E92000001","Country","Female","25-29 years","5 years","2010",1820822,"Estimates - ONS",17767,0.0680294358257929
"5918","England","E92000001","Country","Female","30-34 years","5 years","2010",1717334,"Estimates - ONS",38919,0.0641629237478745
"5919","England","E92000001","Country","Female","35-39 years","5 years","2010",1826256,"Estimates - ONS",-40251,0.0682324605883877
"5920","England","E92000001","Country","Female","40-44 years","5 years","2010",1967761,"Estimates - ONS",-19145,0.0735193614038045
"5921","England","E92000001","Country","Female","45-49 years","5 years","2010",1935487,"Estimates - ONS",45696,0.0723135422672598
"5922","England","E92000001","Country","Female","5-9 years","5 years","2010",1433924,"Estimates - ONS",12595,0.0535741773424664
"5923","England","E92000001","Country","Female","50-54 years","5 years","2010",1672227,"Estimates - ONS",42442,0.0624776388810429
"5924","England","E92000001","Country","Female","55-59 years","5 years","2010",1508651,"Estimates - ONS",-9426,0.0563661227665408
"5925","England","E92000001","Country","Female","60-64 years","5 years","2010",1603953,"Estimates - ONS",19947,0.0599267900327918
"5926","England","E92000001","Country","Female","65-69 years","5 years","2010",1257389,"Estimates - ONS",40233,0.0469784878936865
"5927","England","E92000001","Country","Female","70-74 years","5 years","2010",1078484,"Estimates - ONS",8369,0.0402942506555525
"5928","England","E92000001","Country","Female","75-79 years","5 years","2010",915195,"Estimates - ONS",-992,0.0341934574168077
"5929","England","E92000001","Country","Female","80-84 years","5 years","2010",733467,"Estimates - ONS",7345,0.0274037474321141
"5930","England","E92000001","Country","Female","85-89 years","5 years","2010",508035,"Estimates - ONS",-3074,0.0189811713774091
"5931","England","E92000001","Country","Female","90+ years","5 years","2010",282759,"Estimates - ONS",17620,0.0105644237847881
"5932","England","E92000001","Country","Male","0-4 years","5 years","2010",1679066,"Estimates - ONS",36364,0.0648858124149542
"5933","England","E92000001","Country","Male","10-14 years","5 years","2010",1593131,"Estimates - ONS",-9894,0.061564940996035
"5934","England","E92000001","Country","Male","15-19 years","5 years","2010",1709207,"Estimates - ONS",-1494,0.0660505809660411
"5935","England","E92000001","Country","Male","20-24 years","5 years","2010",1763534,"Estimates - ONS",36986,0.0681499930981831
"5936","England","E92000001","Country","Male","25-29 years","5 years","2010",1802782,"Estimates - ONS",10139,0.0696666924808531
"5937","England","E92000001","Country","Male","30-34 years","5 years","2010",1721739,"Estimates - ONS",31982,0.066534867468885
"5938","England","E92000001","Country","Male","35-39 years","5 years","2010",1805612,"Estimates - ONS",-38147,0.0697760549771065
"5939","England","E92000001","Country","Male","40-44 years","5 years","2010",1936678,"Estimates - ONS",-24432,0.0748409683813315
"5940","England","E92000001","Country","Male","45-49 years","5 years","2010",1901351,"Estimates - ONS",44286,0.0734757920897604
"5941","England","E92000001","Country","Male","5-9 years","5 years","2010",1500427,"Estimates - ONS",9984,0.0579824883979144
"5942","England","E92000001","Country","Male","50-54 years","5 years","2010",1653809,"Estimates - ONS",41281,0.0639097811188858
"5943","England","E92000001","Country","Male","55-59 years","5 years","2010",1474029,"Estimates - ONS",-6264,0.0569623643074201
"5944","England","E92000001","Country","Male","60-64 years","5 years","2010",1547593,"Estimates - ONS",18794,0.0598051709061444
"5945","England","E92000001","Country","Male","65-69 years","5 years","2010",1185186,"Estimates - ONS",43084,0.0458003178391022
"5946","England","E92000001","Country","Male","70-74 years","5 years","2010",969405,"Estimates - ONS",11003,0.0374616786857209
"5947","England","E92000001","Country","Male","75-79 years","5 years","2010",749553,"Estimates - ONS",11154,0.0289657198424995
"5948","England","E92000001","Country","Male","80-84 years","5 years","2010",509886,"Estimates - ONS",13819,0.0197040303055457
"5949","England","E92000001","Country","Male","85-89 years","5 years","2010",270747,"Estimates - ONS",6237,0.0104627447961614
"5950","England","E92000001","Country","Male","90+ years","5 years","2010",103509,"Estimates - ONS",8530,0.0040000009274558
"5951","Horsham","E07000227","District","Female","0-4 years","5 years","2010",3410,"Estimates - ONS",9,0.0506520899557351
"5952","Horsham","E07000227","District","Female","10-14 years","5 years","2010",4117,"Estimates - ONS",23,0.0611538575799887
"5953","Horsham","E07000227","District","Female","15-19 years","5 years","2010",3969,"Estimates - ONS",-22,0.0589554677519979
"5954","Horsham","E07000227","District","Female","20-24 years","5 years","2010",2642,"Estimates - ONS",63,0.0392442292267015
"5955","Horsham","E07000227","District","Female","25-29 years","5 years","2010",3029,"Estimates - ONS",-79,0.0449927215471911
"5956","Horsham","E07000227","District","Female","30-34 years","5 years","2010",3486,"Estimates - ONS",10,0.0517809928403791
"5957","Horsham","E07000227","District","Female","35-39 years","5 years","2010",4435,"Estimates - ONS",-35,0.0658774249131042
"5958","Horsham","E07000227","District","Female","40-44 years","5 years","2010",5438,"Estimates - ONS",-132,0.0807759721933395
"5959","Horsham","E07000227","District","Female","45-49 years","5 years","2010",5630,"Estimates - ONS",192,0.0836279373755979
"5960","Horsham","E07000227","District","Female","5-9 years","5 years","2010",3545,"Estimates - ONS",2,0.0526573779745106
"5961","Horsham","E07000227","District","Female","50-54 years","5 years","2010",4753,"Estimates - ONS",83,0.0706009922462197
"5962","Horsham","E07000227","District","Female","55-59 years","5 years","2010",4275,"Estimates - ONS",2,0.0635007872612222
"5963","Horsham","E07000227","District","Female","60-64 years","5 years","2010",4630,"Estimates - ONS",60,0.0687739520513354
"5964","Horsham","E07000227","District","Female","65-69 years","5 years","2010",3573,"Estimates - ONS",106,0.0530732895635899
"5965","Horsham","E07000227","District","Female","70-74 years","5 years","2010",3123,"Estimates - ONS",87,0.0463889961676718
"5966","Horsham","E07000227","District","Female","75-79 years","5 years","2010",2634,"Estimates - ONS",60,0.0391253973441074
"5967","Horsham","E07000227","District","Female","80-84 years","5 years","2010",2172,"Estimates - ONS",41,0.0322628561242981
"5968","Horsham","E07000227","District","Female","85-89 years","5 years","2010",1547,"Estimates - ONS",14,0.0229791152966341
"5969","Horsham","E07000227","District","Female","90+ years","5 years","2010",914,"Estimates - ONS",42,0.0135765425863759
"5970","Horsham","E07000227","District","Male","0-4 years","5 years","2010",3685,"Estimates - ONS",96,0.057945718149511
"5971","Horsham","E07000227","District","Male","10-14 years","5 years","2010",4353,"Estimates - ONS",-25,0.0684498537597887
"5972","Horsham","E07000227","District","Male","15-19 years","5 years","2010",4236,"Estimates - ONS",67,0.0666100575525993
"5973","Horsham","E07000227","District","Male","20-24 years","5 years","2010",2859,"Estimates - ONS",95,0.0449570714218323
"5974","Horsham","E07000227","District","Male","25-29 years","5 years","2010",2888,"Estimates - ONS",-33,0.0454130892851527
"5975","Horsham","E07000227","District","Male","30-34 years","5 years","2010",3152,"Estimates - ONS",45,0.0495644243167594
"5976","Horsham","E07000227","District","Male","35-39 years","5 years","2010",4002,"Estimates - ONS",-137,0.0629304651382206
"5977","Horsham","E07000227","District","Male","40-44 years","5 years","2010",5062,"Estimates - ONS",-127,0.079598704280278
"5978","Horsham","E07000227","District","Male","45-49 years","5 years","2010",5263,"Estimates - ONS",50,0.0827593798157059
"5979","Horsham","E07000227","District","Male","5-9 years","5 years","2010",3711,"Estimates - ONS",-85,0.0583545617511086
"5980","Horsham","E07000227","District","Male","50-54 years","5 years","2010",4730,"Estimates - ONS",221,0.0743780859829544
"5981","Horsham","E07000227","District","Male","55-59 years","5 years","2010",4059,"Estimates - ONS",-103,0.0638267761109539
"5982","Horsham","E07000227","District","Male","60-64 years","5 years","2010",4510,"Estimates - ONS",134,0.0709186401232821
"5983","Horsham","E07000227","District","Male","65-69 years","5 years","2010",3426,"Estimates - ONS",190,0.0538730068874422
"5984","Horsham","E07000227","District","Male","70-74 years","5 years","2010",2695,"Estimates - ONS",42,0.0423782117809856
"5985","Horsham","E07000227","District","Male","75-79 years","5 years","2010",2231,"Estimates - ONS",50,0.0350819259678586
"5986","Horsham","E07000227","District","Male","80-84 years","5 years","2010",1525,"Estimates - ONS",45,0.0239802497090921
"5987","Horsham","E07000227","District","Male","85-89 years","5 years","2010",853,"Estimates - ONS",35,0.0134132150831839
"5988","Horsham","E07000227","District","Male","90+ years","5 years","2010",354,"Estimates - ONS",40,0.00556656288329088
"5989","Mid Sussex","E07000228","District","Female","0-4 years","5 years","2010",4101,"Estimates - ONS",51,0.0578518225933868
"5990","Mid Sussex","E07000228","District","Female","10-14 years","5 years","2010",4189,"Estimates - ONS",-15,0.0590932174698115
"5991","Mid Sussex","E07000228","District","Female","15-19 years","5 years","2010",3962,"Estimates - ONS",-25,0.055890982959034
"5992","Mid Sussex","E07000228","District","Female","20-24 years","5 years","2010",3041,"Estimates - ONS",-4,0.0428986570364519
"5993","Mid Sussex","E07000228","District","Female","25-29 years","5 years","2010",3643,"Estimates - ONS",40,0.0513909265319941
"5994","Mid Sussex","E07000228","District","Female","30-34 years","5 years","2010",4073,"Estimates - ONS",77,0.0574568333145243
"5995","Mid Sussex","E07000228","District","Female","35-39 years","5 years","2010",5058,"Estimates - ONS",-51,0.0713519918745063
"5996","Mid Sussex","E07000228","District","Female","40-44 years","5 years","2010",5584,"Estimates - ONS",32,0.0787721476131362
"5997","Mid Sussex","E07000228","District","Female","45-49 years","5 years","2010",5485,"Estimates - ONS",123,0.0773755783771583
"5998","Mid Sussex","E07000228","District","Female","5-9 years","5 years","2010",3844,"Estimates - ONS",-4,0.054226385283828
"5999","Mid Sussex","E07000228","District","Female","50-54 years","5 years","2010",4816,"Estimates - ONS",129,0.0679381559643381
"6000","Mid Sussex","E07000228","District","Female","55-59 years","5 years","2010",4278,"Estimates - ONS",-41,0.0603487191061957
"6001","Mid Sussex","E07000228","District","Female","60-64 years","5 years","2010",4762,"Estimates - ONS",-16,0.067176390926532
"6002","Mid Sussex","E07000228","District","Female","65-69 years","5 years","2010",3635,"Estimates - ONS",230,0.0512780724523191
"6003","Mid Sussex","E07000228","District","Female","70-74 years","5 years","2010",2920,"Estimates - ONS",18,0.0411917390813678
"6004","Mid Sussex","E07000228","District","Female","75-79 years","5 years","2010",2577,"Estimates - ONS",-25,0.036353120415303
"6005","Mid Sussex","E07000228","District","Female","80-84 years","5 years","2010",2295,"Estimates - ONS",70,0.03237501410676
"6006","Mid Sussex","E07000228","District","Female","85-89 years","5 years","2010",1644,"Estimates - ONS",-15,0.0231915133732084
"6007","Mid Sussex","E07000228","District","Female","90+ years","5 years","2010",981,"Estimates - ONS",107,0.0138387315201445
"6008","Mid Sussex","E07000228","District","Male","0-4 years","5 years","2010",4140,"Estimates - ONS",52,0.0608742960490523
"6009","Mid Sussex","E07000228","District","Male","10-14 years","5 years","2010",4665,"Estimates - ONS",128,0.0685938625770119
"6010","Mid Sussex","E07000228","District","Male","15-19 years","5 years","2010",4433,"Estimates - ONS",6,0.0651825493684659
"6011","Mid Sussex","E07000228","District","Male","20-24 years","5 years","2010",3304,"Estimates - ONS",59,0.048581805349292
"6012","Mid Sussex","E07000228","District","Male","25-29 years","5 years","2010",3750,"Estimates - ONS",37,0.0551397609139967
"6013","Mid Sussex","E07000228","District","Male","30-34 years","5 years","2010",3822,"Estimates - ONS",89,0.0561984443235454
"6014","Mid Sussex","E07000228","District","Male","35-39 years","5 years","2010",4575,"Estimates - ONS",-103,0.0672705083150759
"6015","Mid Sussex","E07000228","District","Male","40-44 years","5 years","2010",5441,"Estimates - ONS",-28,0.0800041171021482
"6016","Mid Sussex","E07000228","District","Male","45-49 years","5 years","2010",5452,"Estimates - ONS",210,0.0801658604008293
"6017","Mid Sussex","E07000228","District","Male","5-9 years","5 years","2010",4237,"Estimates - ONS",35,0.0623005778646944
"6018","Mid Sussex","E07000228","District","Male","50-54 years","5 years","2010",4628,"Estimates - ONS",12,0.0680498169359938
"6019","Mid Sussex","E07000228","District","Male","55-59 years","5 years","2010",4287,"Estimates - ONS",74,0.063035774676881
"6020","Mid Sussex","E07000228","District","Male","60-64 years","5 years","2010",4511,"Estimates - ONS",21,0.0663294563954771
"6021","Mid Sussex","E07000228","District","Male","65-69 years","5 years","2010",3388,"Estimates - ONS",219,0.0498169359937655
"6022","Mid Sussex","E07000228","District","Male","70-74 years","5 years","2010",2562,"Estimates - ONS",47,0.0376714846564425
"6023","Mid Sussex","E07000228","District","Male","75-79 years","5 years","2010",2127,"Estimates - ONS",16,0.0312752723904189
"6024","Mid Sussex","E07000228","District","Male","80-84 years","5 years","2010",1504,"Estimates - ONS",71,0.0221147201105736
"6025","Mid Sussex","E07000228","District","Male","85-89 years","5 years","2010",843,"Estimates - ONS",29,0.0123954182534665
"6026","Mid Sussex","E07000228","District","Male","90+ years","5 years","2010",340,"Estimates - ONS",33,0.00499933832286903
"6027","South East","E12000008","Region","Female","0-4 years","5 years","2010",256026,"Estimates - ONS",7189,0.0586259294471953
"6028","South East","E12000008","Region","Female","10-14 years","5 years","2010",250447,"Estimates - ONS",-1142,0.057348426145242
"6029","South East","E12000008","Region","Female","15-19 years","5 years","2010",264671,"Estimates - ONS",-578,0.0606054985537353
"6030","South East","E12000008","Region","Female","20-24 years","5 years","2010",259473,"Estimates - ONS",2768,0.0594152382627237
"6031","South East","E12000008","Region","Female","25-29 years","5 years","2010",264402,"Estimates - ONS",1452,0.0605439017822305
"6032","South East","E12000008","Region","Female","30-34 years","5 years","2010",267357,"Estimates - ONS",5198,0.0612205503316608
"6033","South East","E12000008","Region","Female","35-39 years","5 years","2010",300275,"Estimates - ONS",-4576,0.0687582548833188
"6034","South East","E12000008","Region","Female","40-44 years","5 years","2010",327777,"Estimates - ONS",-3687,0.0750557805707754
"6035","South East","E12000008","Region","Female","45-49 years","5 years","2010",324303,"Estimates - ONS",8359,0.0742602891796684
"6036","South East","E12000008","Region","Female","5-9 years","5 years","2010",235000,"Estimates - ONS",1528,0.0538113059614684
"6037","South East","E12000008","Region","Female","50-54 years","5 years","2010",278184,"Estimates - ONS",7250,0.0636997631386601
"6038","South East","E12000008","Region","Female","55-59 years","5 years","2010",249793,"Estimates - ONS",-1307,0.0571986704256726
"6039","South East","E12000008","Region","Female","60-64 years","5 years","2010",272784,"Estimates - ONS",3143,0.0624632480229497
"6040","South East","E12000008","Region","Female","65-69 years","5 years","2010",211430,"Estimates - ONS",8389,0.0484141464656734
"6041","South East","E12000008","Region","Female","70-74 years","5 years","2010",178977,"Estimates - ONS",1964,0.040982919604535
"6042","South East","E12000008","Region","Female","75-79 years","5 years","2010",154310,"Estimates - ONS",174,0.0353345643528263
"6043","South East","E12000008","Region","Female","80-84 years","5 years","2010",126382,"Estimates - ONS",1605,0.028939491361797
"6044","South East","E12000008","Region","Female","85-89 years","5 years","2010",91608,"Estimates - ONS",-979,0.0209767919851838
"6045","South East","E12000008","Region","Female","90+ years","5 years","2010",53913,"Estimates - ONS",3416,0.0123452295246836
"6046","South East","E12000008","Region","Male","0-4 years","5 years","2010",269181,"Estimates - ONS",7450,0.063928472953996
"6047","South East","E12000008","Region","Male","10-14 years","5 years","2010",265289,"Estimates - ONS",-423,0.0630041520816575
"6048","South East","E12000008","Region","Male","15-19 years","5 years","2010",278451,"Estimates - ONS",316,0.0661300285774745
"6049","South East","E12000008","Region","Male","20-24 years","5 years","2010",264371,"Estimates - ONS",6103,0.0627861339519538
"6050","South East","E12000008","Region","Male","25-29 years","5 years","2010",263085,"Estimates - ONS",350,0.0624807185763559
"6051","South East","E12000008","Region","Male","30-34 years","5 years","2010",262681,"Estimates - ONS",4117,0.062384771599885
"6052","South East","E12000008","Region","Male","35-39 years","5 years","2010",291401,"Estimates - ONS",-4492,0.0692055566598958
"6053","South East","E12000008","Region","Male","40-44 years","5 years","2010",320708,"Estimates - ONS",-4787,0.0761657498268086
"6054","South East","E12000008","Region","Male","45-49 years","5 years","2010",321093,"Estimates - ONS",8418,0.0762571844454752
"6055","South East","E12000008","Region","Male","5-9 years","5 years","2010",246977,"Estimates - ONS",1151,0.0586551891283526
"6056","South East","E12000008","Region","Male","50-54 years","5 years","2010",277340,"Estimates - ONS",7544,0.0658661743921795
"6057","South East","E12000008","Region","Male","55-59 years","5 years","2010",243714,"Estimates - ONS",-317,0.0578802510485888
"6058","South East","E12000008","Region","Male","60-64 years","5 years","2010",261282,"Estimates - ONS",2484,0.0620525195699771
"6059","South East","E12000008","Region","Male","65-69 years","5 years","2010",198750,"Estimates - ONS",8615,0.0472016375583964
"6060","South East","E12000008","Region","Male","70-74 years","5 years","2010",160968,"Estimates - ONS",2641,0.0382286953182388
"6061","South East","E12000008","Region","Male","75-79 years","5 years","2010",127113,"Estimates - ONS",1833,0.0301883861884802
"6062","South East","E12000008","Region","Male","80-84 years","5 years","2010",89140,"Estimates - ONS",2851,0.0211700828777633
"6063","South East","E12000008","Region","Male","85-89 years","5 years","2010",49091,"Estimates - ONS",1291,0.0116587451037949
"6064","South East","E12000008","Region","Male","90+ years","5 years","2010",20024,"Estimates - ONS",1538,0.00475555014072619
"6065","West Sussex","E10000032","County","Female","0-4 years","5 years","2010",22102,"Estimates - ONS",479,0.0532918610679108
"6066","West Sussex","E10000032","County","Female","10-14 years","5 years","2010",22278,"Estimates - ONS",-47,0.0537162284350248
"6067","West Sussex","E10000032","County","Female","15-19 years","5 years","2010",22823,"Estimates - ONS",-325,0.0550303205661446
"6068","West Sussex","E10000032","County","Female","20-24 years","5 years","2010",20108,"Estimates - ONS",170,0.0484839716927677
"6069","West Sussex","E10000032","County","Female","25-29 years","5 years","2010",22200,"Estimates - ONS",-46,0.0535281565336902
"6070","West Sussex","E10000032","County","Female","30-34 years","5 years","2010",23301,"Estimates - ONS",663,0.0561828637563746
"6071","West Sussex","E10000032","County","Female","35-39 years","5 years","2010",27132,"Estimates - ONS",-251,0.0654200875257695
"6072","West Sussex","E10000032","County","Female","40-44 years","5 years","2010",30234,"Estimates - ONS",-524,0.0728995623711527
"6073","West Sussex","E10000032","County","Female","45-49 years","5 years","2010",30663,"Estimates - ONS",847,0.0739339578284929
"6074","West Sussex","E10000032","County","Female","5-9 years","5 years","2010",20586,"Estimates - ONS",-6,0.0496365148829976
"6075","West Sussex","E10000032","County","Female","50-54 years","5 years","2010",27030,"Estimates - ONS",749,0.0651741473471012
"6076","West Sussex","E10000032","County","Female","55-59 years","5 years","2010",24576,"Estimates - ONS",-206,0.0592571159897284
"6077","West Sussex","E10000032","County","Female","60-64 years","5 years","2010",28183,"Estimates - ONS",254,0.0679542358373419
"6078","West Sussex","E10000032","County","Female","65-69 years","5 years","2010",22484,"Estimates - ONS",777,0.0542129311488059
"6079","West Sussex","E10000032","County","Female","70-74 years","5 years","2010",20024,"Estimates - ONS",211,0.0482814327220997
"6080","West Sussex","E10000032","County","Female","75-79 years","5 years","2010",17932,"Estimates - ONS",-93,0.0432372478811771
"6081","West Sussex","E10000032","County","Female","80-84 years","5 years","2010",15285,"Estimates - ONS",95,0.0368548591269124
"6082","West Sussex","E10000032","County","Female","85-89 years","5 years","2010",11220,"Estimates - ONS",-125,0.0270534196535137
"6083","West Sussex","E10000032","County","Female","90+ years","5 years","2010",6574,"Estimates - ONS",335,0.0158510856329946
"6084","West Sussex","E10000032","County","Male","0-4 years","5 years","2010",23566,"Estimates - ONS",755,0.0606715943349836
"6085","West Sussex","E10000032","County","Male","10-14 years","5 years","2010",24075,"Estimates - ONS",-32,0.0619820348644119
"6086","West Sussex","E10000032","County","Male","15-19 years","5 years","2010",24138,"Estimates - ONS",-204,0.0621442308434963
"6087","West Sussex","E10000032","County","Male","20-24 years","5 years","2010",20219,"Estimates - ONS",461,0.0520546111287038
"6088","West Sussex","E10000032","County","Male","25-29 years","5 years","2010",21731,"Estimates - ONS",90,0.0559473146267304
"6089","West Sussex","E10000032","County","Male","30-34 years","5 years","2010",21804,"Estimates - ONS",476,0.0561352559993203
"6090","West Sussex","E10000032","County","Male","35-39 years","5 years","2010",25029,"Estimates - ONS",-614,0.0644381454048334
"6091","West Sussex","E10000032","County","Male","40-44 years","5 years","2010",29526,"Estimates - ONS",-462,0.076015848864242
"6092","West Sussex","E10000032","County","Male","45-49 years","5 years","2010",29439,"Estimates - ONS",754,0.0757918639407444
"6093","West Sussex","E10000032","County","Male","5-9 years","5 years","2010",22176,"Estimates - ONS",131,0.0570929846377237
"6094","West Sussex","E10000032","County","Male","50-54 years","5 years","2010",25873,"Estimates - ONS",597,0.0666110566166949
"6095","West Sussex","E10000032","County","Male","55-59 years","5 years","2010",23456,"Estimates - ONS",-26,0.0603883950064235
"6096","West Sussex","E10000032","County","Male","60-64 years","5 years","2010",26146,"Estimates - ONS",277,0.0673139058593941
"6097","West Sussex","E10000032","County","Male","65-69 years","5 years","2010",20885,"Estimates - ONS",1053,0.0537692543361679
"6098","West Sussex","E10000032","County","Male","70-74 years","5 years","2010",17145,"Estimates - ONS",223,0.0441404771651232
"6099","West Sussex","E10000032","County","Male","75-79 years","5 years","2010",14191,"Estimates - ONS",81,0.0365352879236083
"6100","West Sussex","E10000032","County","Male","80-84 years","5 years","2010",10533,"Estimates - ONS",313,0.0271176229793084
"6101","West Sussex","E10000032","County","Male","85-89 years","5 years","2010",5945,"Estimates - ONS",100,0.0153056364390002
"6102","West Sussex","E10000032","County","Male","90+ years","5 years","2010",2542,"Estimates - ONS",185,0.00654447902908972
"6103","Worthing","E07000229","District","Female","0-4 years","5 years","2010",2937,"Estimates - ONS",73,0.0545322886107913
"6104","Worthing","E07000229","District","Female","10-14 years","5 years","2010",2809,"Estimates - ONS",30,0.0521556686100486
"6105","Worthing","E07000229","District","Female","15-19 years","5 years","2010",2756,"Estimates - ONS",-144,0.0511715993909911
"6106","Worthing","E07000229","District","Female","20-24 years","5 years","2010",2725,"Estimates - ONS",22,0.0505960117345613
"6107","Worthing","E07000229","District","Female","25-29 years","5 years","2010",3109,"Estimates - ONS",35,0.0577258717367893
"6108","Worthing","E07000229","District","Female","30-34 years","5 years","2010",3262,"Estimates - ONS",125,0.0605666753314271
"6109","Worthing","E07000229","District","Female","35-39 years","5 years","2010",3648,"Estimates - ONS",-68,0.0677336700211668
"6110","Worthing","E07000229","District","Female","40-44 years","5 years","2010",3911,"Estimates - ONS",-81,0.0726168814289428
"6111","Worthing","E07000229","District","Female","45-49 years","5 years","2010",3981,"Estimates - ONS",197,0.0739165954918489
"6112","Worthing","E07000229","District","Female","5-9 years","5 years","2010",2576,"Estimates - ONS",4,0.0478294775149467
"6113","Worthing","E07000229","District","Female","50-54 years","5 years","2010",3277,"Estimates - ONS",73,0.0608451854877641
"6114","Worthing","E07000229","District","Female","55-59 years","5 years","2010",2972,"Estimates - ONS",11,0.0551821456422444
"6115","Worthing","E07000229","District","Female","60-64 years","5 years","2010",3321,"Estimates - ONS",62,0.0616621486130194
"6116","Worthing","E07000229","District","Female","65-69 years","5 years","2010",2740,"Estimates - ONS",94,0.0508745218908983
"6117","Worthing","E07000229","District","Female","70-74 years","5 years","2010",2505,"Estimates - ONS",21,0.0465111961082847
"6118","Worthing","E07000229","District","Female","75-79 years","5 years","2010",2322,"Estimates - ONS",-31,0.0431133722009729
"6119","Worthing","E07000229","District","Female","80-84 years","5 years","2010",2139,"Estimates - ONS",-22,0.0397155482936611
"6120","Worthing","E07000229","District","Female","85-89 years","5 years","2010",1743,"Estimates - ONS",-61,0.0323628801663634
"6121","Worthing","E07000229","District","Female","90+ years","5 years","2010",1125,"Estimates - ONS",17,0.0208882617252776
"6122","Worthing","E07000229","District","Male","0-4 years","5 years","2010",3210,"Estimates - ONS",92,0.0643144797739977
"6123","Worthing","E07000229","District","Male","10-14 years","5 years","2010",2910,"Estimates - ONS",22,0.0583037807296989
"6124","Worthing","E07000229","District","Male","15-19 years","5 years","2010",2936,"Estimates - ONS",-72,0.0588247079802048
"6125","Worthing","E07000229","District","Male","20-24 years","5 years","2010",2664,"Estimates - ONS",75,0.0533750075133738
"6126","Worthing","E07000229","District","Male","25-29 years","5 years","2010",2862,"Estimates - ONS",20,0.057342068882611
"6127","Worthing","E07000229","District","Male","30-34 years","5 years","2010",2978,"Estimates - ONS",24,0.0596662058464066
"6128","Worthing","E07000229","District","Male","35-39 years","5 years","2010",3490,"Estimates - ONS",-63,0.0699244655486767
"6129","Worthing","E07000229","District","Male","40-44 years","5 years","2010",3961,"Estimates - ONS",-92,0.0793612630482258
"6130","Worthing","E07000229","District","Male","45-49 years","5 years","2010",3840,"Estimates - ONS",132,0.0769369477670253
"6131","Worthing","E07000229","District","Male","5-9 years","5 years","2010",2904,"Estimates - ONS",6,0.0581835667488129
"6132","Worthing","E07000229","District","Male","50-54 years","5 years","2010",3245,"Estimates - ONS",167,0.0650157279958326
"6133","Worthing","E07000229","District","Male","55-59 years","5 years","2010",2808,"Estimates - ONS",20,0.0562601430546373
"6134","Worthing","E07000229","District","Male","60-64 years","5 years","2010",3220,"Estimates - ONS",51,0.0645148364088077
"6135","Worthing","E07000229","District","Male","65-69 years","5 years","2010",2413,"Estimates - ONS",123,0.0483460559796438
"6136","Worthing","E07000229","District","Male","70-74 years","5 years","2010",2113,"Estimates - ONS",45,0.0423353569353449
"6137","Worthing","E07000229","District","Male","75-79 years","5 years","2010",1732,"Estimates - ONS",-49,0.0347017691490854
"6138","Worthing","E07000229","District","Male","80-84 years","5 years","2010",1403,"Estimates - ONS",44,0.0281100358638376
"6139","Worthing","E07000229","District","Male","85-89 years","5 years","2010",840,"Estimates - ONS",45,0.0168299573240368
"6140","Worthing","E07000229","District","Male","90+ years","5 years","2010",382,"Estimates - ONS",13,0.00765362344974054
"6141","Adur","E07000223","District","Female","0-9 years","10 years","2010",3126,"Estimates - ONS",49,0.0986150982680842
"6142","Adur","E07000223","District","Female","10-19 years","10 years","2010",3355,"Estimates - ONS",-47,0.105839300924319
"6143","Adur","E07000223","District","Female","20-29 years","10 years","2010",3036,"Estimates - ONS",5,0.0957758919839743
"6144","Adur","E07000223","District","Female","30-39 years","10 years","2010",3901,"Estimates - ONS",25,0.123063819047919
"6145","Adur","E07000223","District","Female","40-49 years","10 years","2010",4490,"Estimates - ONS",0,0.141644846840594
"6146","Adur","E07000223","District","Female","50-59 years","10 years","2010",3879,"Estimates - ONS",14,0.122369790845137
"6147","Adur","E07000223","District","Female","60-69 years","10 years","2010",4155,"Estimates - ONS",43,0.131076690116407
"6148","Adur","E07000223","District","Female","70-79 years","10 years","2010",3218,"Estimates - ONS",12,0.101517398025174
"6149","Adur","E07000223","District","Female","80-89 years","10 years","2010",2076,"Estimates - ONS",-39,0.0654910249534686
"6150","Adur","E07000223","District","Female","90+ years","10 years","2010",463,"Estimates - ONS",11,0.014606138994921
"6151","Adur","E07000223","District","Male","0-9 years","10 years","2010",3374,"Estimates - ONS",67,0.114307009519938
"6152","Adur","E07000223","District","Male","10-19 years","10 years","2010",3604,"Estimates - ONS",-59,0.12209912931531
"6153","Adur","E07000223","District","Male","20-29 years","10 years","2010",3066,"Estimates - ONS",27,0.103872344750483
"6154","Adur","E07000223","District","Male","30-39 years","10 years","2010",3526,"Estimates - ONS",-55,0.119456584341227
"6155","Adur","E07000223","District","Male","40-49 years","10 years","2010",4476,"Estimates - ONS",41,0.151641426974286
"6156","Adur","E07000223","District","Male","50-59 years","10 years","2010",3711,"Estimates - ONS",9,0.125724158959244
